Fecha,GSPC.Open,GSPC.High,GSPC.Low,GSPC.Close,GSPC.Volume,GSPC.Adjusted
31/01/2000,1360.160034,1394.47998,1350.140015,1394.459961,993800000,1394.459961
29/02/2000,1348.050049,1369.630005,1348.050049,1366.420044,1204300000,1366.420044
31/03/2000,1487.920044,1519.810059,1484.380005,1498.579956,1227400000,1498.579956
30/04/2000,1464.920044,1473.619995,1448.150024,1452.430054,984600000,1452.430054
31/05/2000,1422.439941,1434.48999,1415.5,1420.599976,960500000,1420.599976
30/06/2000,1442.390015,1454.680054,1438.709961,1454.599976,1459700000,1454.599976
31/07/2000,1419.890015,1437.650024,1418.709961,1430.829956,952600000,1430.829956
31/08/2000,1502.589966,1525.209961,1502.589966,1517.680054,1056600000,1517.680054
30/09/2000,1458.290039,1458.290039,1436.290039,1436.51001,1197100000,1436.51001
31/10/2000,1398.660034,1432.219971,1398.660034,1429.400024,1366400000,1429.400024
30/11/2000,1341.910034,1341.910034,1294.900024,1314.949951,1186530000,1314.949951
31/12/2000,1334.219971,1340.099976,1317.51001,1320.280029,1035500000,1320.280029
31/01/2001,1373.72998,1383.369995,1364.660034,1366.01001,1295300000,1366.01001
28/02/2001,1257.939941,1263.469971,1229.650024,1239.939941,1225300000,1239.939941
31/03/2001,1147.949951,1162.800049,1143.829956,1160.329956,1280800000,1160.329956
30/04/2001,1253.050049,1269.300049,1243.98999,1249.459961,1266800000,1249.459961
31/05/2001,1248.079956,1261.910034,1248.069946,1255.819946,1226600000,1255.819946
30/06/2001,1226.199951,1237.290039,1221.140015,1224.380005,1832360000,1224.380005
31/07/2001,1204.52002,1222.73999,1204.52002,1211.22998,1129200000,1211.22998
31/08/2001,1129.030029,1141.829956,1126.380005,1133.579956,920100000,1133.579956
30/09/2001,1018.609985,1040.939941,1018.609985,1040.939941,1631500000,1040.939941
31/10/2001,1059.790039,1074.790039,1057.550049,1059.780029,1352500000,1059.780029
30/11/2001,1140.199951,1143.569946,1135.890015,1139.449951,1343600000,1139.449951
31/12/2001,1161.02002,1161.160034,1148.040039,1148.079956,943600000,1148.079956
31/01/2002,1113.569946,1130.209961,1113.300049,1130.199951,1.56E+09,1130.199951
28/02/2002,1109.890015,1121.569946,1106.72998,1106.72998,1392200000,1106.72998
31/03/2002,1144.579956,1154.449951,1144.579956,1147.390015,1147600000,1147.390015
30/04/2002,1065.449951,1082.619995,1063.459961,1076.920044,1628600000,1076.920044
31/05/2002,1064.660034,1079.930054,1064.660034,1067.140015,1277300000,1067.140015
30/06/2002,990.640015,1001.789978,988.309998,989.820007,2.12E+09,989.820007
31/07/2002,902.780029,911.640015,889.880005,911.619995,2049360000,911.619995
31/08/2002,917.799988,928.150024,910.169983,916.070007,929900000,916.070007
30/09/2002,827.369995,827.369995,800.200012,815.280029,1721870000,815.280029
31/10/2002,890.710022,898.830017,879.75,885.76001,1641300000,885.76001
30/11/2002,938.869995,941.820007,935.580017,936.309998,643460000,936.309998
31/12/2002,879.390015,881.929993,869.450012,879.820007,1088500000,879.820007
31/01/2003,844.609985,858.330017,840.340027,855.700012,1578530000,855.700012
28/02/2003,837.280029,847,837.280029,841.150024,1373300000,841.150024
31/03/2003,863.5,863.5,843.679993,848.179993,1495500000,848.179993
30/04/2003,917.840027,922.01001,911.700012,916.919983,1788510000,916.919983
31/05/2003,949.640015,965.380005,949.640015,963.590027,1688800000,963.590027
30/06/2003,976.219971,983.609985,973.599976,974.5,1587200000,974.5
31/07/2003,987.48999,1004.590027,987.48999,990.309998,1.61E+09,990.309998
31/08/2003,1002.840027,1008.849976,999.52002,1008.01001,945100000,1008.01001
30/09/2003,1006.580017,1006.580017,990.359985,995.969971,1590500000,995.969971
31/10/2003,1046.939941,1053.089966,1046.939941,1050.709961,1498900000,1050.709961
30/11/2003,1058.449951,1060.630005,1056.77002,1058.199951,487220000,1058.199951
31/12/2003,1109.640015,1112.560059,1106.209961,1111.920044,1027500000,1111.920044
31/01/2004,1134.109985,1134.170044,1127.72998,1131.130005,1.64E+09,1131.130005
29/02/2004,1145.800049,1151.680054,1141.800049,1144.939941,1540400000,1144.939941
31/03/2004,1127,1130.829956,1121.459961,1126.209961,1560700000,1126.209961
30/04/2004,1113.890015,1119.26001,1107.22998,1107.300049,1634700000,1107.300049
31/05/2004,1121.280029,1122.689941,1118.099976,1120.680054,1172600000,1120.680054
30/06/2004,1136.199951,1144.199951,1133.619995,1140.839966,1473800000,1140.839966
31/07/2004,1100.430054,1103.72998,1096.959961,1101.719971,1298200000,1101.719971
31/08/2004,1099.150024,1104.23999,1094.719971,1104.23999,1138200000,1104.23999
30/09/2004,1114.800049,1116.310059,1109.680054,1114.579956,1.75E+09,1114.579956
31/10/2004,1127.439941,1131.400024,1124.619995,1130.199951,1500800000,1130.199951
30/11/2004,1178.569946,1178.660034,1173.810059,1173.819946,1553500000,1173.819946
31/12/2004,1213.550049,1217.329956,1211.650024,1211.920044,786900000,1211.920044
31/01/2005,1171.359985,1182.069946,1171.359985,1181.27002,1679800000,1181.27002
28/02/2005,1211.369995,1211.369995,1198.130005,1203.599976,1795480000,1203.599976
31/03/2005,1181.410034,1184.530029,1179.48999,1180.589966,2214230000,1180.589966
30/04/2005,1143.219971,1156.969971,1139.189941,1156.849976,2362360000,1156.849976
31/05/2005,1198.780029,1198.780029,1191.5,1191.5,1840680000,1191.5
30/06/2005,1199.849976,1203.27002,1190.51001,1191.329956,2109490000,1191.329956
31/07/2005,1243.719971,1245.040039,1234.180054,1234.180054,1789600000,1234.180054
31/08/2005,1208.410034,1220.359985,1204.400024,1220.329956,2365510000,1220.329956
30/09/2005,1227.680054,1229.569946,1225.219971,1228.810059,2097520000,1228.810059
31/10/2005,1198.410034,1211.430054,1198.410034,1207.01001,2567470000,1207.01001
30/11/2005,1257.47998,1260.930054,1249.390015,1249.47998,2374690000,1249.47998
31/12/2005,1254.420044,1254.420044,1246.589966,1248.290039,1443500000,1248.290039
31/01/2006,1285.199951,1285.199951,1276.849976,1280.079956,2708310000,1280.079956
28/02/2006,1294.119995,1294.119995,1278.660034,1280.660034,2370860000,1280.660034
31/03/2006,1300.25,1303,1294.869995,1294.869995,2236710000,1294.869995
30/04/2006,1309.719971,1316.040039,1306.160034,1310.609985,2419920000,1310.609985
31/05/2006,1259.380005,1270.089966,1259.380005,1270.089966,2692160000,1270.089966
30/06/2006,1272.859985,1276.300049,1270.199951,1270.199951,3049560000,1270.199951
31/07/2006,1278.530029,1278.660034,1274.310059,1276.660034,2461300000,1276.660034
31/08/2006,1304.25,1306.109985,1302.449951,1303.819946,1974540000,1303.819946
30/09/2006,1339.150024,1339.880005,1335.640015,1335.849976,2273430000,1335.849976
31/10/2006,1377.930054,1381.209961,1372.189941,1377.939941,2803030000,1377.939941
30/11/2006,1399.469971,1406.300049,1393.829956,1400.630005,4006230000,1400.630005
31/12/2006,1424.709961,1427,1416.839966,1418.300049,1678200000,1418.300049
31/01/2007,1428.650024,1441.609985,1424.780029,1438.23999,2976690000,1438.23999
28/02/2007,1398.640015,1415.890015,1396.650024,1406.819946,3925250000,1406.819946
31/03/2007,1422.52002,1429.219971,1408.900024,1420.859985,2903960000,1420.859985
30/04/2007,1494.069946,1497.160034,1482.290039,1482.369995,3093420000,1482.369995
31/05/2007,1530.189941,1535.560059,1528.26001,1530.619995,3335530000,1530.619995
30/06/2007,1505.699951,1517.530029,1493.609985,1503.349976,3165410000,1503.349976
31/07/2007,1473.900024,1488.300049,1454.25,1455.27002,4524520000,1455.27002
31/08/2007,1457.609985,1481.469971,1457.609985,1473.98999,2731610000,1473.98999
30/09/2007,1531.23999,1533.73999,1521.98999,1526.75,2925350000,1526.75
31/10/2007,1532.150024,1552.76001,1529.400024,1549.380005,3953070000,1549.380005
30/11/2007,1471.829956,1488.939941,1470.890015,1481.140015,4422200000,1481.140015
31/12/2007,1475.25,1475.829956,1465.130005,1468.359985,2440880000,1468.359985
31/01/2008,1351.97998,1385.619995,1334.079956,1378.550049,4970290000,1378.550049
29/02/2008,1364.069946,1364.069946,1325.420044,1330.630005,4426730000,1330.630005
31/03/2008,1315.920044,1328.52002,1312.810059,1322.699951,4188990000,1322.699951
30/04/2008,1391.219971,1404.569946,1384.25,1385.589966,4508890000,1385.589966
31/05/2008,1398.359985,1404.459961,1398.079956,1400.380005,3845630000,1400.380005
30/06/2008,1278.060059,1290.310059,1274.859985,1280,5032330000,1280
31/07/2008,1281.369995,1284.930054,1265.969971,1267.380005,5346050000,1267.380005
31/08/2008,1296.48999,1297.589966,1282.73999,1282.829956,3288120000,1282.829956
30/09/2008,1113.780029,1168.030029,1113.780029,1166.359985,4937680000,1166.359985
31/10/2008,953.109985,984.380005,944.590027,968.75,6394350000,968.75
30/11/2008,886.890015,896.25,881.210022,896.23999,2740860000,896.23999
31/12/2008,890.590027,910.320007,889.669983,903.25,4172940000,903.25
31/01/2009,845.690002,851.659973,821.669983,825.880005,5350580000,825.880005
28/02/2009,749.929993,751.27002,734.52002,735.090027,8926480000,735.090027
31/03/2009,790.880005,810.47998,790.880005,797.869995,6089100000,797.869995
30/04/2009,876.590027,888.700012,868.51001,872.809998,6862540000,872.809998
31/05/2009,907.02002,920.02002,903.559998,919.140015,6050420000,919.140015
30/06/2009,927.150024,930.01001,912.859985,919.320007,4627570000,919.320007
31/07/2009,986.799988,993.179993,982.849976,987.47998,5139070000,987.47998
31/08/2009,1025.209961,1025.209961,1014.619995,1020.619995,5004560000,1020.619995
30/09/2009,1061.02002,1063.400024,1046.469971,1057.079956,5998860000,1057.079956
31/10/2009,1065.410034,1065.410034,1033.380005,1036.189941,6512420000,1036.189941
30/11/2009,1091.069946,1097.23999,1086.25,1095.630005,3895520000,1095.630005
31/12/2009,1126.599976,1127.640015,1114.810059,1115.099976,2076990000,1115.099976
31/01/2010,1087.609985,1096.449951,1071.589966,1073.869995,5412850000,1073.869995
28/02/2010,1103.099976,1107.23999,1097.560059,1104.48999,3945190000,1104.48999
31/03/2010,1171.75,1174.560059,1165.77002,1169.430054,4484340000,1169.430054
30/04/2010,1206.77002,1207.98999,1186.319946,1186.689941,6048260000,1186.689941
31/05/2010,1102.589966,1102.589966,1084.780029,1089.410034,4871210000,1089.410034
30/06/2010,1040.560059,1048.079956,1028.329956,1030.709961,5067080000,1030.709961
31/07/2010,1098.439941,1106.439941,1088.01001,1101.599976,4006450000,1101.599976
31/08/2010,1046.880005,1055.140015,1040.880005,1049.329956,4038770000,1049.329956
30/09/2010,1145.969971,1157.160034,1136.079956,1141.199951,4284160000,1141.199951
31/10/2010,1183.869995,1185.459961,1179.699951,1183.26001,3537880000,1183.26001
30/11/2010,1182.959961,1187.400024,1174.140015,1180.550049,4284700000,1180.550049
31/12/2010,1256.76001,1259.339966,1254.189941,1257.640015,1799770000,1257.640015
31/01/2011,1276.5,1287.170044,1276.5,1286.119995,4167160000,1286.119995
28/02/2011,1321.609985,1329.380005,1320.550049,1327.219971,1252850000,1327.219971
31/03/2011,1327.439941,1329.77002,1325.030029,1325.829956,3566270000,1325.829956
30/04/2011,1360.140015,1364.560059,1358.689941,1363.609985,3479070000,1363.609985
31/05/2011,1331.099976,1345.199951,1331.099976,1345.199951,4696240000,1345.199951
30/06/2011,1307.640015,1321.969971,1307.640015,1320.640015,4200500000,1320.640015
31/07/2011,1300.119995,1304.160034,1282.859985,1292.280029,5061190000,1292.280029
31/08/2011,1213,1230.709961,1209.349976,1218.890015,5267840000,1218.890015
30/09/2011,1159.930054,1159.930054,1131.339966,1131.420044,4416790000,1131.420044
31/10/2011,1284.959961,1284.959961,1253.160034,1253.300049,4310210000,1253.300049
30/11/2011,1196.719971,1247.109985,1196.719971,1246.959961,5801910000,1246.959961
31/12/2011,1262.819946,1264.119995,1257.459961,1257.599976,2271850000,1257.599976
31/01/2012,1313.530029,1321.410034,1306.689941,1312.410034,4235550000,1312.410034
29/02/2012,1372.199951,1378.040039,1363.810059,1365.680054,4482370000,1365.680054
31/03/2012,1403.310059,1410.890015,1401.420044,1408.469971,3676890000,1408.469971
30/04/2012,1403.26001,1403.26001,1394,1397.910034,3574010000,1397.910034
31/05/2012,1313.089966,1319.73999,1298.900024,1310.329956,4557620000,1310.329956
30/06/2012,1330.119995,1362.170044,1330.119995,1362.160034,4590480000,1362.160034
31/07/2012,1385.27002,1387.160034,1379.170044,1379.319946,3821570000,1379.319946
31/08/2012,1400.069946,1413.089966,1398.959961,1406.579956,2938250000,1406.579956
30/09/2012,1447.130005,1447.130005,1435.599976,1440.670044,3509230000,1440.670044
31/10/2012,1410.98999,1418.76001,1405.949951,1412.160034,3577110000,1412.160034
30/11/2012,1415.949951,1418.859985,1411.630005,1416.180054,3.97E+09,1416.180054
31/12/2012,1402.430054,1426.73999,1398.109985,1426.189941,3204330000,1426.189941
31/01/2013,1501.959961,1504.189941,1496.76001,1498.109985,3999880000,1498.109985
28/02/2013,1515.98999,1525.339966,1514.459961,1514.680054,3912320000,1514.680054
31/03/2013,1562.859985,1570.280029,1561.079956,1569.189941,3304440000,1569.189941
30/04/2013,1593.579956,1597.569946,1586.5,1597.569946,3745070000,1597.569946
31/05/2013,1652.130005,1658.98999,1630.73999,1630.73999,4099600000,1630.73999
30/06/2013,1611.119995,1615.939941,1601.060059,1606.280029,4977190000,1606.280029
31/07/2013,1687.76001,1698.430054,1684.939941,1685.72998,3847390000,1685.72998
31/08/2013,1638.890015,1640.079956,1628.050049,1632.969971,2734300000,1632.969971
30/09/2013,1687.26001,1687.26001,1674.98999,1681.550049,3308630000,1681.550049
31/10/2013,1763.23999,1768.530029,1755.719971,1756.540039,3826530000,1756.540039
30/11/2013,1808.689941,1813.550049,1803.97998,1805.810059,1598300000,1805.810059
31/12/2013,1842.609985,1849.439941,1842.410034,1848.359985,2312840000,1848.359985
31/01/2014,1790.880005,1793.880005,1772.26001,1782.589966,4059690000,1782.589966
28/02/2014,1855.119995,1867.920044,1847.670044,1859.449951,3917450000,1859.449951
31/03/2014,1859.160034,1875.180054,1859.160034,1872.339966,3274300000,1872.339966
30/04/2014,1877.099976,1885.199951,1872.689941,1883.949951,3779230000,1883.949951
31/05/2014,1920.329956,1924.030029,1916.640015,1923.569946,3263490000,1923.569946
30/06/2014,1960.790039,1964.23999,1958.219971,1960.22998,3037350000,1960.22998
31/07/2014,1965.140015,1965.140015,1930.670044,1930.670044,4.19E+09,1930.670044
31/08/2014,1998.449951,2003.380005,1994.650024,2003.369995,2259130000,2003.369995
30/09/2014,1978.209961,1985.170044,1968.959961,1972.290039,3951100000,1972.290039
31/10/2014,2001.199951,2018.189941,2001.199951,2018.050049,4292290000,2018.050049
30/11/2014,2074.780029,2075.76001,2065.060059,2067.560059,2504640000,2067.560059
31/12/2014,2082.110107,2085.580078,2057.939941,2058.899902,2606070000,2058.899902
31/01/2015,2019.349976,2023.319946,1993.380005,1994.98999,4568650000,1994.98999
28/02/2015,2110.879883,2112.73999,2103.75,2104.5,3547380000,2104.5
31/03/2015,2084.050049,2084.050049,2067.040039,2067.889893,3376550000,2067.889893
30/04/2015,2105.52002,2105.52002,2077.590088,2085.51001,4509680000,2085.51001
31/05/2015,2120.659912,2120.659912,2104.889893,2107.389893,3927390000,2107.389893
30/06/2015,2061.189941,2074.280029,2056.320068,2063.110107,4078540000,2063.110107
31/07/2015,2111.600098,2114.23999,2102.070068,2103.840088,3681340000,2103.840088
31/08/2015,1986.72998,1986.72998,1965.97998,1972.180054,3915100000,1972.180054
30/09/2015,1887.140015,1920.530029,1887.140015,1920.030029,4525070000,1920.030029
31/10/2015,2090,2094.320068,2079.340088,2079.360107,4256200000,2079.360107
30/11/2015,2090.949951,2093.810059,2080.409912,2080.409912,4275030000,2080.409912
31/12/2015,2060.590088,2062.540039,2043.619995,2043.939941,2655330000,2043.939941
31/01/2016,1894,1940.23999,1894,1940.23999,5497570000,1940.23999
29/02/2016,1947.130005,1958.27002,1931.810059,1932.22998,4588180000,1932.22998
31/03/2016,2063.77002,2067.919922,2057.459961,2059.73999,3715280000,2059.73999
30/04/2016,2071.820068,2073.850098,2052.280029,2065.300049,4704720000,2065.300049
31/05/2016,2100.129883,2103.47998,2088.659912,2096.949951,4514410000,2096.949951
30/06/2016,2073.169922,2098.939941,2070,2098.860107,4622820000,2098.860107
31/07/2016,2168.830078,2177.090088,2163.48999,2173.600098,4038840000,2173.600098
31/08/2016,2173.560059,2173.790039,2161.350098,2170.949951,3766390000,2170.949951
30/09/2016,2156.51001,2175.300049,2156.51001,2168.27002,4173340000,2168.27002
31/10/2016,2129.780029,2133.25,2125.530029,2126.149902,3922400000,2126.149902
30/11/2016,2204.969971,2214.100098,2198.810059,2198.810059,5533980000,2198.810059
31/12/2016,2251.610107,2253.580078,2233.620117,2238.830078,2670900000,2238.830078
31/01/2017,2274.02002,2279.090088,2267.209961,2278.870117,4087450000,2278.870117
28/02/2017,2366.080078,2367.790039,2358.959961,2363.639893,4210140000,2363.639893
31/03/2017,2364.820068,2370.350098,2362.600098,2362.719971,3354110000,2362.719971
30/04/2017,2393.679932,2393.679932,2382.360107,2384.199951,3718270000,2384.199951
31/05/2017,2415.629883,2415.98999,2403.590088,2411.800049,4516110000,2411.800049
30/06/2017,2429.199951,2432.709961,2421.649902,2423.409912,3361590000,2423.409912
31/07/2017,2475.939941,2477.959961,2468.530029,2470.300049,3469210000,2470.300049
31/08/2017,2462.649902,2475.01001,2462.649902,2471.649902,3348110000,2471.649902
30/09/2017,2509.959961,2519.439941,2507.98999,2519.360107,3211920000,2519.360107
31/10/2017,2575.98999,2578.290039,2572.149902,2575.26001,3827230000,2575.26001
30/11/2017,2633.929932,2657.73999,2633.929932,2647.580078,4938490000,2647.580078
31/12/2017,2689.149902,2692.120117,2673.610107,2673.610107,2443490000,2673.610107
31/01/2018,2832.409912,2839.26001,2813.040039,2823.810059,4261280000,2823.810059
28/02/2018,2753.780029,2761.52002,2713.540039,2713.830078,4230660000,2713.830078
31/03/2018,2614.409912,2659.070068,2609.719971,2640.870117,3565990000,2640.870117
30/04/2018,2682.51001,2682.870117,2648.040039,2648.050049,3734530000,2648.050049
31/05/2018,2720.97998,2722.5,2700.679932,2705.27002,4235370000,2705.27002
30/06/2018,2727.129883,2743.26001,2718.030029,2718.370117,3565620000,2718.370117
31/07/2018,2809.72998,2824.459961,2808.060059,2816.290039,3892100000,2816.290039
31/08/2018,2898.370117,2906.320068,2891.72998,2901.52002,2880260000,2901.52002
30/09/2018,2910.030029,2920.530029,2907.5,2913.97998,3432300000,2913.97998
31/10/2018,2705.600098,2736.689941,2705.600098,2711.73999,5112420000,2711.73999
30/11/2018,2737.76001,2760.879883,2732.76001,2760.169922,4658580000,2760.169922
31/12/2018,2498.939941,2509.23999,2482.820068,2506.850098,3442870000,2506.850098
31/01/2019,2685.48999,2708.949951,2678.649902,2704.100098,4917650000,2704.100098
28/02/2019,2788.110107,2793.72998,2782.51001,2784.48999,4396930000,2784.48999
31/03/2019,2828.27002,2836.030029,2819.22998,2834.399902,3740700000,2834.399902
30/04/2019,2937.139893,2948.219971,2924.110107,2945.830078,3919330000,2945.830078
31/05/2019,2766.149902,2768.97998,2750.52002,2752.060059,3981020000,2752.060059
30/06/2019,2932.939941,2943.97998,2929.050049,2941.76001,5420700000,2941.76001
31/07/2019,3016.219971,3017.399902,2958.080078,2980.379883,4623430000,2980.379883
31/08/2019,2937.090088,2940.429932,2913.320068,2926.459961,3008450000,2926.459961
30/09/2019,2967.070068,2983.850098,2967.070068,2976.73999,3247610000,2976.73999
31/10/2019,3046.899902,3046.899902,3023.189941,3037.560059,4139280000,3037.560059
30/11/2019,3147.179932,3150.300049,3139.340088,3140.97998,1743020000,3140.97998
31/12/2019,3215.179932,3231.719971,3212.030029,3230.780029,2893810000,3230.780029
31/01/2020,3282.330078,3282.330078,3214.679932,3225.52002,4527830000,3225.52002
29/02/2020,2916.899902,2959.719971,2855.840088,2954.219971,8563850000,2954.219971
31/03/2020,2614.689941,2641.389893,2571.149902,2584.590088,6568290000,2584.590088
30/04/2020,2930.909912,2930.909912,2892.469971,2912.429932,6523120000,2912.429932
31/05/2020,3025.169922,3049.169922,2998.610107,3044.310059,7275080000,3044.310059
30/06/2020,3050.199951,3111.51001,3047.830078,3100.290039,4696280000,3100.290039
31/07/2020,3270.449951,3272.169922,3220.26001,3271.120117,5117260000,3271.120117
31/08/2020,3509.72998,3514.77002,3493.25,3500.310059,4342290000,3500.310059
30/09/2020,3341.209961,3393.560059,3340.469971,3363,4722530000,3363
31/10/2020,3293.590088,3304.929932,3233.939941,3269.959961,4840450000,3269.959961
30/11/2020,3634.179932,3634.179932,3594.389893,3621.629883,6291400000,3621.629883
31/12/2020,3733.27002,3760.199951,3726.879883,3756.070068,3172510000,3756.070068
31/01/2021,3778.050049,3778.050049,3694.120117,3714.23999,6612570000,3714.23999
28/02/2021,3839.659912,3861.080078,3789.540039,3811.149902,6512950000,3811.149902
31/03/2021,3967.25,3994.409912,3966.97998,3972.889893,4564980000,3972.889893
30/04/2021,4198.100098,4198.100098,4174.850098,4181.169922,4273680000,4181.169922
31/05/2021,4210.77002,4218.359863,4203.569824,4204.109863,4199270000,4204.109863
30/06/2021,4290.649902,4302.430176,4287.959961,4297.5,3687880000,4297.5
31/07/2021,4395.120117,4412.25,4389.649902,4395.259766,2861600000,4395.259766
31/08/2021,4529.75,4531.390137,4515.799805,4522.680176,3090380000,4522.680176
30/09/2021,4370.669922,4382.549805,4306.240234,4307.540039,3123770000,4307.540039
31/10/2021,4572.870117,4608.080078,4567.589844,4605.379883,3632260000,4605.379883
30/11/2021,4640.25,4646.02002,4560,4567,4950190000,4567
31/12/2021,4775.209961,4786.830078,4765.75,4766.180176,2446190000,4766.180176
31/01/2022,4431.790039,4516.890137,4414.02002,4515.549805,4001950000,4515.549805
28/02/2022,4354.169922,4388.839844,4315.120117,4373.939941,4594010000,4373.939941
31/03/2022,4599.02002,4603.069824,4530.410156,4530.410156,3782040000,4530.410156
30/04/2022,4253.75,4269.680176,4124.279785,4131.930176,3943480000,4131.930176
31/05/2022,4151.089844,4168.339844,4104.879883,4132.149902,5192220000,4132.149902
